Irms,Irms_voltage,P,Q,Ipeak,CF,max_di_dt
0.188,0.056703,-10.06,41.96,0.803,4.262,3654.5
0.191,0.057401,-12.38,36.51,0.792,4.152,3820.6
0.178,0.053566,-11.35,37.89,0.836,4.697,3089.7
0.189,0.056929,-8.26,40.31,0.772,4.083,2857.1
0.217,0.065426,-11.16,44.8,0.989,4.551,3953.5
0.189,0.056791,-7.88,40.78,0.939,4.974,3322.3
0.183,0.05511,-11.69,37.83,0.767,4.188,3455.1
0.167,0.050206,-11.89,34.36,0.835,5.005,5049.8
0.185,0.055731,-8.51,40.23,0.764,4.124,3222.6
0.187,0.056333,-6.51,40.98,0.86,4.593,3588.0
0.196,0.058989,-8.27,41.46,0.82,4.184,3355.5
0.191,0.057624,-8.7,39.21,0.86,4.49,3056.5
0.176,0.052859,-10.98,37.47,0.664,3.779,3488.4
0.182,0.054707,-8.48,38.41,0.823,4.531,3189.4
0.172,0.051803,-6.97,36.19,0.707,4.109,4352.2
0.164,0.049394,-5.89,36.93,0.709,4.322,2890.4
0.192,0.057677,-6.12,40.62,0.829,4.327,4750.8
0.181,0.054502,-12.4,38.49,0.94,5.191,3421.9
0.179,0.053792,-6.22,38.12,0.835,4.674,3687.7
0.189,0.056809,-15.87,33.11,0.858,4.548,3488.4
0.182,0.054832,-4.82,40.99,0.878,4.819,4053.2
0.166,0.050112,-5.61,39.01,0.757,4.547,3887.0
0.161,0.048527,-7.91,34.23,0.927,5.747,3056.5
0.187,0.056288,-8.42,41.83,0.823,4.403,3820.6
0.185,0.055704,-10.09,37.55,0.754,4.073,3355.5
0.177,0.053318,-10.0,36.5,0.76,4.292,3554.8
0.164,0.049326,-6.74,34.73,0.678,4.137,6943.5
0.161,0.048347,-7.72,35.04,0.812,5.055,5382.1
0.192,0.057894,-19.44,31.02,0.775,4.028,3089.7
0.189,0.056934,-14.31,35.89,0.766,4.049,3355.5
0.162,0.048661,-7.31,35.51,0.706,4.364,6245.8
0.191,0.057613,-11.19,39.93,1.012,5.289,5016.6
0.179,0.053834,-4.74,40.83,0.849,4.747,4418.6
0.187,0.056365,-7.96,40.8,0.813,4.342,4485.1
0.199,0.059875,-16.29,33.57,0.905,4.551,4850.5
0.177,0.053294,-9.86,37.0,0.852,4.813,3554.8
0.17,0.051208,-7.42,36.82,0.862,5.064,3887.0
0.184,0.055484,-10.78,40.51,0.767,4.162,4219.3
0.174,0.052448,-7.25,37.13,0.726,4.169,3156.1
0.184,0.055477,-10.91,36.13,0.728,3.951,3920.3
0.189,0.056943,-6.4,42.25,0.835,4.414,3322.3
0.169,0.051019,-6.94,37.05,0.71,4.188,2857.1
0.163,0.048981,-4.61,37.28,0.684,4.205,2890.4
0.182,0.054789,-19.02,26.95,0.723,3.971,3554.8
0.175,0.052707,-6.75,38.02,0.783,4.47,5448.5
0.166,0.049867,-5.11,36.86,0.724,4.37,3521.6
0.177,0.05335,-14.14,31.39,0.728,4.105,3920.3
0.185,0.055568,-12.89,35.28,0.704,3.814,3056.5
0.166,0.049959,-5.08,39.07,0.619,3.729,3023.3
0.186,0.055856,-14.77,35.98,0.758,4.087,3421.9
0.169,0.050972,-6.32,36.04,0.662,3.909,2857.1
0.174,0.052484,-10.74,34.04,0.82,4.704,3754.2
0.166,0.049936,-4.97,36.82,0.683,4.117,3355.5
0.179,0.053841,2.74,42.83,0.811,4.534,3521.6
0.171,0.051457,-5.77,37.69,0.736,4.304,3853.8
0.168,0.05071,-2.27,38.94,0.787,4.674,3222.6
0.173,0.052037,-4.63,38.12,0.716,4.142,3588.0
0.199,0.05992,-12.8,41.95,0.896,4.503,3920.3
0.205,0.061778,-9.39,45.15,0.949,4.623,4485.0
0.202,0.060802,-11.66,42.63,0.963,4.766,3953.5
0.218,0.065562,-13.11,43.06,0.925,4.245,3986.7
0.208,0.062532,-12.2,42.46,0.944,4.543,3654.5
0.222,0.066717,-8.0,48.42,1.027,4.632,4086.4
0.207,0.062235,-12.29,42.57,0.899,4.347,3222.6
0.189,0.056843,-10.45,40.49,0.981,5.197,3687.7
0.202,0.060875,-12.06,39.64,0.917,4.533,3521.6
0.195,0.058637,-14.2,37.84,0.938,4.816,3621.3
0.16,0.048184,-3.91,35.09,0.637,3.981,3056.5
0.162,0.04887,-3.66,36.78,0.759,4.674,3023.3
0.167,0.050284,-0.97,39.45,0.742,4.441,2458.5
0.178,0.053596,-7.07,37.07,0.76,4.27,3588.0
0.164,0.049469,-0.06,38.73,0.733,4.462,2923.6
0.171,0.051363,-7.76,35.22,0.707,4.146,2857.1
0.179,0.053769,-1.91,40.11,0.676,3.786,3455.1
0.176,0.05308,-3.2,37.48,0.71,4.025,4485.0
0.175,0.052752,-7.02,36.6,0.73,4.167,3056.5
0.182,0.054863,-10.82,35.76,0.788,4.326,3023.3
0.167,0.050341,-7.53,35.83,0.782,4.678,3222.6
0.177,0.053304,-14.18,31.38,0.695,3.926,2923.6
0.163,0.049177,-7.99,33.47,0.635,3.885,2657.8
0.167,0.050332,-6.35,37.09,0.757,4.527,2923.6
0.173,0.052112,-12.33,31.93,0.641,3.704,2956.8
0.166,0.049824,-7.32,34.76,0.648,3.915,3023.3
0.166,0.049858,-11.32,32.04,0.606,3.659,5515.0
0.16,0.048035,-7.23,33.1,0.639,4.003,2524.9
0.161,0.048496,-5.39,34.68,0.724,4.494,2757.5
0.164,0.049333,-3.76,36.44,0.738,4.505,3122.9
0.17,0.051168,-1.75,39.51,0.712,4.191,3222.6
0.17,0.051057,-8.99,34.68,0.737,4.348,4617.9
0.182,0.05474,-9.1,35.27,0.798,4.385,2724.3
0.166,0.049974,-7.3,34.06,0.649,3.906,3122.9
0.168,0.0506,-3.6,37.73,0.76,4.524,2923.6
0.18,0.054092,-9.07,36.54,0.629,3.5,4651.2
0.17,0.051284,-8.57,33.06,0.841,4.934,7840.5
0.172,0.051864,-1.63,38.91,0.705,4.091,2591.4
0.161,0.048407,-6.86,32.74,0.714,4.44,2990.0
0.17,0.051063,-2.5,38.67,0.705,4.159,3521.6
0.163,0.049151,-4.05,35.36,0.709,4.341,2923.6
0.163,0.048944,-2.31,36.76,0.674,4.145,2591.4
0.171,0.051321,-4.62,35.7,0.785,4.602,4518.3
0.181,0.054385,-9.73,34.81,0.773,4.281,2657.8
0.162,0.048904,-6.53,34.26,0.616,3.792,2691.0
0.165,0.04965,-6.8,35.21,0.642,3.893,3023.3
0.173,0.051964,4.58,41.0,0.791,4.584,2923.6
0.163,0.049146,-5.14,34.89,0.734,4.493,3820.6
0.162,0.048784,-6.62,34.29,0.652,4.022,3222.6
0.171,0.051354,-3.99,38.07,0.667,3.907,2757.5
0.16,0.048113,-0.74,37.26,0.597,3.734,2757.5
0.161,0.048483,-6.44,34.25,0.642,3.987,3853.8
0.177,0.053343,-1.95,39.44,0.673,3.799,3421.9
0.165,0.049655,-6.6,34.42,0.701,4.247,3355.5
0.171,0.051538,-7.85,33.45,0.71,4.149,2990.0
0.163,0.049128,-5.28,36.28,0.718,4.398,2890.4
0.193,0.058236,-5.75,40.15,0.766,3.958,3322.3
0.162,0.048798,1.31,37.6,0.749,4.622,2325.6
0.18,0.054072,-6.53,37.06,0.681,3.793,2724.3
0.171,0.051592,-7.41,37.15,0.685,3.997,2657.8
0.167,0.05033,-2.91,37.6,0.746,4.464,2923.6
0.16,0.048075,-7.03,33.95,0.669,4.19,2923.6
0.166,0.049996,-1.67,37.76,0.74,4.458,3488.4
0.164,0.049484,-6.3,34.66,0.742,4.513,3355.5
0.177,0.053298,-7.93,37.6,0.776,4.381,3189.4
0.165,0.04954,-6.36,35.91,0.75,4.559,2691.0
0.171,0.051358,-4.08,38.64,0.732,4.287,3222.6
0.163,0.049139,-8.56,31.95,0.608,3.725,2923.6
0.172,0.051884,-9.73,34.17,0.738,4.282,3388.7
0.182,0.054923,2.8,41.3,0.568,3.115,5282.4
0.198,0.05945,-7.87,43.38,0.6,3.036,6046.5
0.214,0.064275,1.67,50.05,0.605,2.835,5448.5
0.21,0.063194,-13.15,42.59,0.695,3.309,5315.6
0.161,0.048422,-12.71,32.73,0.621,3.858,3887.0
0.204,0.061258,-2.59,45.14,0.613,3.014,8372.1
0.161,0.048564,0.15,37.24,0.673,4.173,5382.1
0.183,0.055173,10.93,40.69,0.667,3.641,7342.2
0.175,0.052576,1.96,40.98,0.543,3.11,4817.3
0.217,0.065222,-17.64,41.64,0.634,2.927,5614.6
0.208,0.062529,6.99,46.36,0.589,2.836,6910.3
0.213,0.064103,-8.81,44.84,0.607,2.85,8737.5
0.192,0.057749,-6.25,38.73,0.554,2.889,6146.2
0.201,0.060402,-17.82,38.71,0.635,3.166,5049.8
0.217,0.065252,-15.7,43.13,0.804,3.711,5747.5
0.208,0.062738,-8.73,45.08,0.619,2.972,6578.1
0.213,0.064254,-16.13,40.66,0.715,3.348,6113.0
0.198,0.059717,-11.61,39.58,0.483,2.436,5382.1
0.216,0.064977,13.72,48.84,0.627,2.906,4883.7
0.221,0.06646,24.17,47.4,0.561,2.54,4385.4
0.207,0.062387,-20.61,38.01,0.547,2.637,4717.6
0.177,0.053278,-5.08,38.69,0.646,3.65,4983.4
0.199,0.05993,-16.56,38.37,0.582,2.924,5747.5
0.196,0.059114,13.41,42.1,0.595,3.031,5714.3
0.164,0.049469,-16.0,32.23,0.574,3.49,3953.5
0.182,0.054798,10.6,40.66,0.555,3.048,5614.6
0.195,0.058588,2.61,44.32,0.598,3.071,5382.1
0.214,0.064431,-1.03,47.81,0.695,3.248,5348.8
0.21,0.063127,-9.61,46.0,0.652,3.108,6777.4
0.169,0.050835,5.11,38.73,0.542,3.209,5348.8
0.17,0.0511,9.14,37.94,0.483,2.847,5149.5
0.173,0.052052,-12.79,34.71,0.681,3.94,6976.7
0.194,0.058322,4.79,42.36,0.629,3.249,5116.3
0.201,0.060563,-14.06,39.43,0.675,3.353,5016.6
0.189,0.056773,-8.73,37.88,0.538,2.85,5083.1
0.194,0.058283,-11.56,37.6,0.527,2.72,4916.9
0.206,0.061861,-1.48,47.52,0.659,3.205,5514.9
0.202,0.060817,-8.58,41.86,0.558,2.763,6279.1
0.209,0.063009,-12.38,42.41,0.691,3.3,5348.8
0.175,0.052565,5.48,38.53,0.524,3.0,4950.2
0.183,0.055078,3.62,40.54,0.633,3.461,5946.8
0.187,0.056269,9.01,42.67,0.503,2.69,5049.8
0.208,0.062553,2.53,44.73,0.649,3.125,6079.7
0.183,0.055224,3.13,43.35,0.622,3.392,5448.5
0.209,0.062772,-12.62,41.8,0.679,3.256,5714.3
0.218,0.065655,8.54,48.97,0.625,2.867,8239.2
0.214,0.064492,-13.55,41.14,0.664,3.1,6046.5
0.179,0.053813,10.19,39.43,0.52,2.911,6578.1
0.192,0.05766,-17.48,36.41,0.576,3.005,5348.8
0.211,0.063414,-16.15,39.5,0.725,3.442,5515.0
0.19,0.057242,-17.43,33.84,0.711,3.739,5315.6
0.204,0.061539,5.42,45.94,0.698,3.413,5548.2
0.203,0.061246,-12.31,39.72,0.59,2.9,5415.3
0.194,0.058368,-24.71,31.16,0.654,3.37,5016.6
0.208,0.062599,-1.06,42.5,0.781,3.754,6611.3
0.201,0.060369,-12.35,40.61,0.7,3.488,5880.4
0.168,0.050462,-15.82,32.79,0.504,3.005,3986.7
0.213,0.064096,-14.54,41.86,0.719,3.375,5348.8
0.194,0.058477,5.63,42.42,0.665,3.424,5481.7
0.195,0.058578,-18.66,35.75,0.722,3.708,5415.3
0.217,0.065204,3.15,48.6,0.609,2.811,5415.3
0.202,0.060846,3.7,46.27,0.686,3.396,5049.8
0.209,0.06285,5.16,47.38,0.6,2.873,5548.2
0.22,0.066166,-8.5,43.23,0.817,3.717,5614.6
0.198,0.059737,1.79,43.17,0.608,3.065,5946.8
0.197,0.059403,-4.42,41.66,0.616,3.119,6146.2
0.203,0.061161,-11.26,42.97,0.623,3.068,4784.0
0.22,0.06607,8.5,47.0,0.652,2.97,5448.5
0.198,0.059656,3.2,41.99,0.597,3.015,5515.0
0.205,0.061596,-1.39,45.48,0.635,3.102,7907.0
0.196,0.058962,9.38,44.51,0.662,3.381,5747.5
0.192,0.057768,5.68,42.13,0.547,2.849,5116.3
0.181,0.054525,-1.69,39.2,0.567,3.129,5647.8
0.192,0.057893,3.17,44.25,0.584,3.037,7740.9
0.222,0.066854,-3.01,48.14,0.763,3.437,5481.7
0.18,0.05421,8.69,39.39,0.538,2.985,7441.9
0.19,0.05705,6.87,42.16,0.591,3.117,5249.2
0.196,0.059003,-1.32,41.27,0.577,2.943,5647.8
0.18,0.054181,0.22,39.57,0.76,4.224,6212.6
0.161,0.048558,-15.6,31.64,0.608,3.769,3023.3
0.22,0.066315,-10.51,46.18,0.859,3.901,7707.6
0.212,0.06379,10.22,46.77,0.747,3.523,5448.5
0.192,0.057904,-3.1,40.39,0.627,3.261,6179.4
0.213,0.064238,0.32,47.05,0.781,3.659,5215.9
0.175,0.052686,-1.62,39.57,0.799,4.565,4651.2
0.199,0.059849,12.32,46.14,0.587,2.953,4950.2
0.205,0.061785,-2.74,41.89,0.631,3.076,6179.4
0.204,0.061428,-6.55,42.64,0.613,3.002,5448.5
0.184,0.055321,2.05,39.82,0.717,3.899,5315.6
0.222,0.066674,7.23,50.76,0.67,3.025,5382.1
0.189,0.056955,7.91,41.86,0.543,2.868,3986.7
0.199,0.059964,4.33,43.64,0.639,3.206,4850.5
0.186,0.055966,-0.35,42.55,0.535,2.875,5515.0
0.197,0.059256,-1.34,46.56,0.566,2.877,5382.1
0.22,0.066347,4.13,49.77,0.652,2.958,8936.9
0.21,0.063183,8.19,47.66,0.639,3.043,4983.4
0.217,0.065219,12.65,48.26,0.655,3.022,5049.8
0.161,0.048489,-16.19,31.55,0.475,2.947,2956.8
0.201,0.060533,-0.7,43.95,0.625,3.109,5049.8
0.207,0.062212,10.93,48.44,0.564,2.727,5415.3
0.178,0.053503,4.52,40.12,0.666,3.744,4883.7
0.188,0.056451,-13.92,36.52,0.634,3.38,6179.4
0.214,0.064368,-11.93,43.41,0.651,3.044,5083.1
0.178,0.053726,8.33,39.76,0.489,2.741,5149.5
0.215,0.064633,-12.75,41.97,0.78,3.634,5249.2
0.175,0.052746,3.65,40.82,0.487,2.776,5016.6
0.19,0.057265,5.81,42.77,0.633,3.328,5116.3
0.221,0.066515,2.15,50.1,0.626,2.834,5780.7
0.2,0.060118,9.59,45.53,0.567,2.839,5913.6
0.193,0.058093,9.93,42.55,0.558,2.892,7641.2
0.195,0.058636,-8.06,39.91,0.795,4.081,5847.2
0.187,0.056296,-0.19,41.42,0.649,3.47,4883.7
0.18,0.05416,-3.08,36.92,0.542,3.011,5647.8
0.183,0.054957,7.25,42.06,0.522,2.86,5215.9
0.161,0.048514,-10.54,33.12,0.422,2.621,3355.5
0.212,0.063856,12.97,45.41,0.68,3.204,5382.1
0.196,0.058903,-14.28,41.07,0.547,2.795,4916.9
0.19,0.057124,-10.14,36.67,0.861,4.534,7043.2
0.181,0.054527,1.28,38.96,0.742,4.098,5448.5
0.201,0.060624,-3.19,44.3,0.574,2.849,6179.4
0.215,0.0647,-11.91,43.85,0.797,3.707,5249.2
0.222,0.066941,4.1,47.37,0.713,3.204,6079.7
0.198,0.059535,-1.63,44.05,0.559,2.828,5016.6
0.215,0.064602,-13.14,41.28,0.783,3.65,5913.6
0.199,0.059781,-4.28,42.3,0.599,3.017,5448.5
0.213,0.063991,-15.45,39.97,0.752,3.536,5249.2
0.177,0.053416,5.78,38.98,0.532,2.997,5714.3
0.181,0.054344,-13.97,34.32,0.64,3.543,5049.8
0.18,0.054214,7.23,40.25,0.628,3.484,5448.5
0.206,0.062113,-11.62,42.96,0.624,3.025,5747.5
0.191,0.057633,5.82,43.34,0.714,3.73,5249.2
0.195,0.058779,-1.1,39.67,0.744,3.812,6478.4
0.169,0.050831,7.13,35.79,0.462,2.735,5647.8
0.213,0.064106,-7.8,43.32,0.725,3.403,4850.5
0.189,0.056866,-10.25,34.88,0.612,3.237,5913.6
0.222,0.066953,-20.82,39.9,0.843,3.791,6677.7
0.218,0.065571,-13.23,47.2,0.639,2.934,5814.0
0.184,0.055393,-5.05,39.3,0.593,3.224,6810.6
0.183,0.05513,2.8,41.02,0.544,2.97,5149.5
0.217,0.065355,12.12,48.09,0.704,3.244,5880.4
0.201,0.060586,13.01,42.93,0.697,3.464,5382.1
0.184,0.055331,13.0,39.35,0.748,4.071,4916.9
0.208,0.062558,8.91,48.69,0.716,3.446,5083.1
0.21,0.063249,-10.17,42.29,0.694,3.301,6611.3
0.204,0.061489,-6.62,42.16,0.639,3.128,5581.4
0.211,0.063652,-7.35,43.43,0.776,3.67,7608.0
0.198,0.059455,-15.16,37.46,0.742,3.755,5083.1
0.205,0.061562,-3.52,46.55,0.619,3.025,5249.2
0.207,0.062399,4.09,46.65,0.614,2.964,5747.5
0.196,0.058853,-14.03,37.36,0.564,2.883,7176.1
0.182,0.054744,-5.06,38.65,0.566,3.114,5448.5
0.199,0.06001,5.19,44.81,0.716,3.593,4584.7
0.21,0.063154,-13.42,41.78,0.637,3.035,5049.8
0.21,0.063218,-15.27,41.78,0.717,3.414,4817.3
0.196,0.059001,-3.15,40.1,0.623,3.177,5049.8
0.168,0.05047,-19.55,31.04,0.534,3.185,3222.6
0.206,0.062145,-9.03,47.03,0.55,2.663,5913.6
0.211,0.063543,-9.52,40.99,0.804,3.81,6046.5
0.194,0.058401,-10.39,41.83,0.701,3.613,5847.2
0.186,0.055978,0.77,42.75,0.692,3.721,5249.2
0.207,0.062167,-7.36,44.36,0.632,3.059,5249.2
0.184,0.055304,-12.88,35.48,0.58,3.158,4684.4
0.174,0.052483,3.24,38.74,0.54,3.099,5647.8
0.214,0.064456,12.96,46.26,0.705,3.292,4750.8
0.213,0.064164,8.24,48.31,0.758,3.555,5049.8
0.194,0.058383,-10.11,39.46,0.771,3.973,6046.5
0.187,0.05626,-7.62,38.68,0.72,3.853,6378.7
0.222,0.066774,-2.79,47.74,0.662,2.984,5581.4
0.213,0.06405,-7.61,46.08,0.675,3.17,6312.3
0.189,0.056975,-4.43,43.13,0.569,3.006,5315.6
0.212,0.063788,7.82,46.28,0.808,3.814,5116.3
0.205,0.06175,-10.45,41.09,0.789,3.847,5780.7
0.207,0.062243,-9.08,40.9,0.816,3.945,10066.4
0.213,0.063989,3.47,48.86,0.612,2.877,5647.8
0.207,0.062165,1.1,45.59,0.619,2.997,5548.2
0.194,0.058356,-20.68,33.04,0.604,3.114,5315.6
0.188,0.056657,1.77,40.81,0.542,2.882,5215.9
0.197,0.059282,-8.29,42.06,0.679,3.449,5481.7
0.162,0.048853,-16.38,31.4,0.486,2.996,3488.4
0.19,0.057071,-9.19,38.58,0.726,3.828,5647.8
0.212,0.063809,-4.33,46.54,0.659,3.111,5681.1
0.202,0.060921,-4.36,40.26,0.744,3.677,7142.9
0.201,0.060587,-20.74,35.71,0.641,3.185,5215.9
0.198,0.059557,8.49,45.0,0.543,2.745,7375.4
0.2,0.060338,-7.22,40.94,0.664,3.313,5515.0
0.22,0.066096,-17.3,43.68,0.569,2.592,5747.5
0.192,0.057758,0.07,43.88,0.662,3.451,5116.3
0.184,0.055502,-8.97,39.89,0.536,2.909,5880.4
0.197,0.059326,-0.27,42.49,0.607,3.081,5282.4
0.182,0.054661,-3.31,41.26,0.441,2.428,5913.6
0.215,0.064781,3.37,46.97,0.736,3.42,6146.2
0.202,0.060699,12.82,42.8,0.641,3.18,5681.1
0.194,0.058425,16.82,40.11,0.639,3.294,5348.8
0.193,0.058137,1.81,42.93,0.541,2.803,4850.5
0.175,0.052612,-15.09,35.03,0.657,3.758,4485.0
0.189,0.056996,-8.6,38.72,0.687,3.627,5083.1
0.191,0.057637,14.55,39.76,0.613,3.2,5382.1
0.218,0.065526,-3.49,49.46,0.675,3.1,5083.1
0.195,0.058617,4.01,45.86,0.617,3.166,5448.5
0.181,0.054537,-13.22,34.83,0.864,4.769,6445.2
0.194,0.058429,4.09,41.28,0.633,3.261,5614.6
0.187,0.056275,8.99,43.19,0.549,2.934,5016.6
0.215,0.064842,-7.8,44.27,0.701,3.252,7840.5
0.207,0.062371,-22.61,36.83,0.839,4.05,6777.4
0.207,0.062254,-1.93,44.32,0.738,3.569,4850.5
0.208,0.062519,-4.28,46.2,0.637,3.066,5315.6
0.175,0.052615,-9.43,35.66,0.719,4.112,7973.4
0.207,0.062428,16.18,45.85,0.595,2.87,4784.0
0.205,0.06164,-10.73,41.76,0.643,3.141,4883.7
0.21,0.063128,-14.22,43.46,0.552,2.63,5016.6
0.213,0.064168,16.63,44.84,0.676,3.173,5448.5
0.206,0.061971,-15.6,39.94,0.626,3.039,5149.5
0.194,0.058463,-11.44,39.37,0.648,3.339,5481.7
0.188,0.056658,11.79,41.1,0.557,2.96,4883.7
0.22,0.066305,1.35,49.34,0.632,2.869,5814.0
0.214,0.064412,-15.04,43.23,0.781,3.65,7541.5
0.162,0.048662,-2.44,35.9,0.692,4.279,4551.5
0.194,0.058269,-6.56,39.74,0.698,3.607,5249.2
0.215,0.064725,-11.52,43.05,0.774,3.6,5448.5
0.166,0.050079,1.51,38.62,0.577,3.469,5149.5
0.222,0.066745,-18.49,41.31,0.83,3.741,5747.5
0.172,0.051848,-8.56,36.22,0.491,2.852,5215.9
0.21,0.063262,-21.72,38.56,0.643,3.059,6179.4
0.17,0.051293,-2.75,38.12,0.562,3.298,6345.5
0.175,0.052698,8.08,40.91,0.475,2.711,3687.7
0.191,0.057447,11.54,41.51,0.551,2.885,7309.0
0.212,0.063743,-9.26,42.23,0.806,3.807,8239.2
0.173,0.052114,-3.49,37.87,0.557,3.215,5448.5
0.191,0.057467,-8.84,40.67,0.559,2.926,5215.9
0.18,0.05415,-16.39,32.19,0.545,3.028,4584.7
0.206,0.062137,5.17,47.59,0.619,3.0,5348.8
0.16,0.048147,11.41,35.17,0.5,3.128,5215.9
0.204,0.06128,-17.79,38.18,0.647,3.178,4152.8
0.185,0.055663,-17.46,37.41,0.52,2.814,4950.2
0.197,0.059299,9.1,43.05,0.597,3.032,6976.7
0.19,0.057145,5.76,41.14,0.544,2.868,5315.6
0.212,0.063822,3.97,47.03,0.637,3.004,6312.3
0.168,0.050437,-5.21,35.36,0.529,3.16,3421.9
0.188,0.056456,-8.29,38.4,0.798,4.255,5282.4
0.2,0.060062,-17.76,37.39,0.589,2.95,6079.7
0.214,0.064418,-19.56,39.37,0.633,2.96,6445.2
0.172,0.051792,1.07,38.96,0.458,2.661,5847.2
0.194,0.05837,-13.11,38.34,0.588,3.032,4784.0
0.169,0.050742,-4.04,38.15,0.641,3.804,4784.1
0.176,0.052855,-13.98,35.19,0.729,4.149,2624.6
0.22,0.066173,4.13,50.03,0.652,2.966,9069.8
0.18,0.05414,-20.82,33.46,0.719,3.998,2724.3
0.208,0.062624,4.56,47.41,0.617,2.965,4883.7
0.17,0.051061,-3.98,37.02,0.547,3.223,4152.8
0.201,0.060475,6.06,44.36,0.638,3.175,5116.3
0.187,0.056248,-8.3,39.65,0.697,3.728,5880.4
0.211,0.063596,-10.43,43.91,0.671,3.176,4983.4
0.2,0.060095,-8.26,40.78,0.679,3.399,7010.0
0.197,0.059407,-7.38,40.34,0.532,2.694,5448.5
0.202,0.060691,-23.06,36.78,0.723,3.588,4950.2
0.185,0.055591,5.38,40.67,0.539,2.917,5249.2
0.221,0.066385,-3.29,46.62,0.646,2.929,7441.9
0.207,0.062242,-20.01,37.79,0.78,3.772,4883.7
0.201,0.060558,9.21,44.24,0.625,3.108,5083.1
0.198,0.059607,-15.58,37.98,0.535,2.704,5980.1
0.168,0.050505,5.36,36.93,0.47,2.803,5315.6
0.177,0.053313,10.98,39.83,0.528,2.979,4186.0
0.168,0.050657,-9.67,35.65,0.58,3.445,3754.2
